worldview_idx,worldview_name,risk_profile,multiplier,recipient_fund,weighted_allocation_pct,allocation_diff_pp,nashBargaining,credenceWeighted,mec,met,splitCycle,borda
1,Total Utilitarian,7,1.0,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,1.0,givewell,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,1.0,leaf,2.0000,0.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
1,Total Utilitarian,7,1.0,longview_ai,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
1,Total Utilitarian,7,1.0,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,1.0,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
1,Total Utilitarian,7,1.0,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
1,Total Utilitarian,7,1.0,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,0.1,ea_awf,10.0000,-7.0000,10.0000,10.0000,10.0000,10.0000,10.0000,10.0000
1,Total Utilitarian,7,0.1,givewell,57.0000,40.0000,57.0000,57.0000,57.0000,57.0000,57.0000,57.0000
1,Total Utilitarian,7,0.1,leaf,3.0000,1.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
1,Total Utilitarian,7,0.1,longview_ai,7.0000,1.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000
1,Total Utilitarian,7,0.1,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,0.1,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
1,Total Utilitarian,7,0.1,navigation_fund_general,7.0000,-35.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000
1,Total Utilitarian,7,0.1,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,100,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,100,givewell,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,100,leaf,2.0000,0.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
1,Total Utilitarian,7,100,longview_ai,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
1,Total Utilitarian,7,100,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,100,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
1,Total Utilitarian,7,100,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
1,Total Utilitarian,7,100,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,10,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,10,givewell,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,10,leaf,2.0000,0.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
1,Total Utilitarian,7,10,longview_ai,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
1,Total Utilitarian,7,10,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,10,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
1,Total Utilitarian,7,10,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
1,Total Utilitarian,7,10,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,5,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,5,givewell,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,5,leaf,2.0000,0.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
1,Total Utilitarian,7,5,longview_ai,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
1,Total Utilitarian,7,5,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,5,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
1,Total Utilitarian,7,5,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
1,Total Utilitarian,7,5,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,2,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,2,givewell,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
1,Total Utilitarian,7,2,leaf,2.0000,0.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
1,Total Utilitarian,7,2,longview_ai,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
1,Total Utilitarian,7,2,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,Total Utilitarian,7,2,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
1,Total Utilitarian,7,2,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
1,Total Utilitarian,7,2,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,1.0,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
2,Total Utilitarian,2,1.0,givewell,19.0000,0.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000
2,Total Utilitarian,2,1.0,leaf,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
2,Total Utilitarian,2,1.0,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,1.0,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,1.0,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
2,Total Utilitarian,2,1.0,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
2,Total Utilitarian,2,1.0,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,0.1,ea_awf,3.0000,-14.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
2,Total Utilitarian,2,0.1,givewell,78.0000,59.0000,78.0000,78.0000,78.0000,78.0000,78.0000,78.0000
2,Total Utilitarian,2,0.1,leaf,7.0000,1.0000,7.0000,7.0000,7.0000,7.0000,7.0000,7.0000
2,Total Utilitarian,2,0.1,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,0.1,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,0.1,navigation_fund_cagefree,11.0000,-5.0000,11.0000,11.0000,11.0000,11.0000,11.0000,11.0000
2,Total Utilitarian,2,0.1,navigation_fund_general,1.0000,-41.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
2,Total Utilitarian,2,0.1,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,100,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
2,Total Utilitarian,2,100,givewell,19.0000,0.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000
2,Total Utilitarian,2,100,leaf,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
2,Total Utilitarian,2,100,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,100,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,100,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
2,Total Utilitarian,2,100,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
2,Total Utilitarian,2,100,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,10,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
2,Total Utilitarian,2,10,givewell,19.0000,0.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000
2,Total Utilitarian,2,10,leaf,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
2,Total Utilitarian,2,10,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,10,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,10,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
2,Total Utilitarian,2,10,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
2,Total Utilitarian,2,10,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,5,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
2,Total Utilitarian,2,5,givewell,19.0000,0.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000
2,Total Utilitarian,2,5,leaf,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
2,Total Utilitarian,2,5,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,5,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,5,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
2,Total Utilitarian,2,5,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
2,Total Utilitarian,2,5,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,2,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
2,Total Utilitarian,2,2,givewell,19.0000,0.0000,19.0000,19.0000,19.0000,19.0000,19.0000,19.0000
2,Total Utilitarian,2,2,leaf,6.0000,0.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
2,Total Utilitarian,2,2,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,2,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,Total Utilitarian,2,2,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
2,Total Utilitarian,2,2,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
2,Total Utilitarian,2,2,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,1.0,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
3,Total Utilitarian,6,1.0,givewell,20.0000,0.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
3,Total Utilitarian,6,1.0,leaf,5.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
3,Total Utilitarian,6,1.0,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,1.0,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,1.0,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
3,Total Utilitarian,6,1.0,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
3,Total Utilitarian,6,1.0,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,0.1,ea_awf,5.0000,-12.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
3,Total Utilitarian,6,0.1,givewell,70.0000,50.0000,70.0000,70.0000,70.0000,70.0000,70.0000,70.0000
3,Total Utilitarian,6,0.1,leaf,6.0000,1.0000,6.0000,6.0000,6.0000,6.0000,6.0000,6.0000
3,Total Utilitarian,6,0.1,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,0.1,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,0.1,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
3,Total Utilitarian,6,0.1,navigation_fund_general,3.0000,-39.0000,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
3,Total Utilitarian,6,0.1,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,100,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
3,Total Utilitarian,6,100,givewell,20.0000,0.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
3,Total Utilitarian,6,100,leaf,5.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
3,Total Utilitarian,6,100,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,100,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,100,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
3,Total Utilitarian,6,100,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
3,Total Utilitarian,6,100,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,10,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
3,Total Utilitarian,6,10,givewell,20.0000,0.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
3,Total Utilitarian,6,10,leaf,5.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
3,Total Utilitarian,6,10,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,10,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,10,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
3,Total Utilitarian,6,10,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
3,Total Utilitarian,6,10,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,5,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
3,Total Utilitarian,6,5,givewell,20.0000,0.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
3,Total Utilitarian,6,5,leaf,5.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
3,Total Utilitarian,6,5,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,5,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,5,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
3,Total Utilitarian,6,5,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
3,Total Utilitarian,6,5,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,2,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
3,Total Utilitarian,6,2,givewell,20.0000,0.0000,20.0000,20.0000,20.0000,20.0000,20.0000,20.0000
3,Total Utilitarian,6,2,leaf,5.0000,0.0000,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000
3,Total Utilitarian,6,2,longview_ai,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,2,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,Total Utilitarian,6,2,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
3,Total Utilitarian,6,2,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
3,Total Utilitarian,6,2,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,1.0,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
4,Total Utilitarian,0,1.0,givewell,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,1.0,leaf,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,1.0,longview_ai,25.0000,0.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000
4,Total Utilitarian,0,1.0,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,1.0,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
4,Total Utilitarian,0,1.0,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
4,Total Utilitarian,0,1.0,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,0.1,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
4,Total Utilitarian,0,0.1,givewell,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000,4.0000
4,Total Utilitarian,0,0.1,leaf,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000,2.0000
4,Total Utilitarian,0,0.1,longview_ai,40.0000,15.0000,40.0000,40.0000,40.0000,40.0000,40.0000,40.0000
4,Total Utilitarian,0,0.1,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,0.1,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
4,Total Utilitarian,0,0.1,navigation_fund_general,21.0000,-21.0000,21.0000,21.0000,21.0000,21.0000,21.0000,21.0000
4,Total Utilitarian,0,0.1,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,100,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
4,Total Utilitarian,0,100,givewell,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,100,leaf,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,100,longview_ai,25.0000,0.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000
4,Total Utilitarian,0,100,longview_nuclear,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,100,navigation_fund_cagefree,16.0000,0.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000
4,Total Utilitarian,0,100,navigation_fund_general,42.0000,0.0000,42.0000,42.0000,42.0000,42.0000,42.0000,42.0000
4,Total Utilitarian,0,100,sentinel_bio,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,10,ea_awf,17.0000,0.0000,17.0000,17.0000,17.0000,17.0000,17.0000,17.0000
4,Total Utilitarian,0,10,givewell,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,10,leaf,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,Total Utilitarian,0,10,longview_ai,25.0000,0.0000,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000
